OPP,Result,T Score,LAST_N_3PTM,LAST_N_PTS,SEASON_AVG,PTS
LAL,1,136,3.0,21.444444444444443,24.681318681318682,30
CHA,1,112,3.4444444444444446,22.666666666666668,24.73913043478261,19
BKN,1,107,3.4444444444444446,22.666666666666668,24.677419354838708,17
SAS,0,100,3.4444444444444446,22.11111111111111,24.595744680851062,16
PHX,0,95,3.3333333333333335,22.11111111111111,24.50526315789474,28
HOU,1,98,3.6666666666666665,22.333333333333332,24.541666666666668,34
LAC,1,121,3.6666666666666665,23.0,24.63917525773196,28
POR,1,95,3.2222222222222223,21.666666666666668,24.6734693877551,21
LAL,1,127,3.111111111111111,22.333333333333332,24.636363636363637,31
SAC,1,95,3.2222222222222223,24.88888888888889,24.7,24
CLE,0,101,4.0,17.0,17.0,30
CLE,0,97,5.0,23.5,23.5,25
CLE,1,108,5.0,24.0,24.0,38
CLE,0,90,5.5,27.5,27.5,19
CLE,1,110,5.0,25.8,25.8,18
CLE,1,104,4.833333333333333,24.5,24.5,11
OKC,1,96,4.571428571428571,22.571428571428573,22.571428571428573,36
OKC,1,108,4.875,24.25,24.25,31
OKC,1,120,5.0,25.0,25.0,31
OKC,0,94,4.888888888888889,26.555555555555557,25.6,19
OKC,0,105,4.444444444444445,25.333333333333332,25.0,24
OKC,1,118,4.222222222222222,25.22222222222222,24.916666666666668,28
OKC,0,102,4.0,24.11111111111111,25.153846153846153,26
POR,1,125,4.333333333333333,24.88888888888889,25.214285714285715,29
POR,1,132,4.444444444444445,26.11111111111111,25.466666666666665,40
HOU,1,121,4.666666666666667,29.333333333333332,26.375,6
HOU,1,104,4.0,26.0,25.176470588235293,24
MEM,1,125,3.888888888888889,25.22222222222222,25.11111111111111,46
SAS,1,92,4.666666666666667,26.88888888888889,26.210526315789473,37
MEM,1,100,4.888888888888889,28.88888888888889,26.75,17
SAS,1,112,4.888888888888889,28.11111111111111,26.285714285714285,27
MIN,0,117,4.666666666666667,28.0,26.318181818181817,21
POR,1,136,4.444444444444445,27.444444444444443,26.08695652173913,39
BOS,0,106,4.888888888888889,28.555555555555557,26.625,29
UTA,1,103,5.222222222222222,27.333333333333332,26.72,31
WSH,1,102,5.666666666666667,30.11111111111111,26.884615384615383,26
PHI,1,117,5.777777777777778,30.333333333333332,26.85185185185185,20
DAL,1,128,4.888888888888889,27.444444444444443,26.607142857142858,33
LAC,1,114,5.0,27.0,26.82758620689655,33
MIN,1,109,5.111111111111111,28.77777777777778,27.033333333333335,19
SAS,0,79,5.0,27.88888888888889,26.774193548387096,14
DAL,1,130,4.666666666666667,27.11111111111111,26.375,31
NYK,1,121,4.333333333333333,26.22222222222222,26.515151515151516,34
NOP,1,125,4.333333333333333,26.77777777777778,26.735294117647058,27
PHX,1,123,4.222222222222222,26.333333333333332,26.742857142857144,35
POR,1,128,4.333333333333333,27.333333333333332,26.97222222222222,34
UTA,1,115,4.888888888888889,28.88888888888889,27.16216216216216,12
ORL,1,119,4.666666666666667,26.555555555555557,26.763157894736842,41
LAL,0,95,5.0,27.444444444444443,27.128205128205128,18
OKC,1,121,4.888888888888889,27.333333333333332,26.9,33
OKC,1,121,5.333333333333333,29.444444444444443,27.048780487804876,46
ORL,1,130,6.0,31.11111111111111,27.5,51
MIA,1,118,6.222222222222222,33.0,28.046511627906977,42
ATL,1,102,6.444444444444445,34.666666666666664,28.363636363636363,36
LAC,1,115,6.222222222222222,34.77777777777778,28.533333333333335,23
POR,0,105,5.777777777777778,33.55555555555556,28.41304347826087,31
PHX,1,112,6.222222222222222,35.666666666666664,28.46808510638298,26
HOU,1,123,6.0,34.0,28.416666666666668,35
OKC,1,116,6.666666666666667,35.888888888888886,28.551020408163264,26
WSH,1,134,6.222222222222222,35.111111111111114,28.5,51
NYK,1,116,6.111111111111111,35.666666666666664,28.941176470588236,13
PHI,1,108,5.333333333333333,31.444444444444443,28.634615384615383,23
DAL,1,127,5.222222222222222,29.333333333333332,28.528301886792452,14
SAS,1,120,5.0,26.88888888888889,28.25925925925926,37
IND,1,122,5.333333333333333,28.444444444444443,28.418181818181818,39
CHI,1,125,5.444444444444445,29.333333333333332,28.607142857142858,25
CLE,1,132,5.222222222222222,29.22222222222222,28.54385964912281,35
DET,0,95,5.222222222222222,29.22222222222222,28.655172413793103,38
LAL,1,116,5.888888888888889,30.555555555555557,28.8135593220339,26
DEN,0,110,5.555555555555555,27.77777777777778,28.766666666666666,38
MIA,1,111,5.777777777777778,30.555555555555557,28.918032786885245,31
SAC,1,128,5.666666666666667,31.444444444444443,28.951612903225808,38
POR,1,128,6.222222222222222,34.111111111111114,29.095238095238095,26
LAL,1,109,6.0,32.888888888888886,29.046875,17
CHA,1,111,5.555555555555555,30.444444444444443,28.861538461538462,30
SAC,1,122,5.777777777777778,31.0,28.87878787878788,23
CLE,1,89,5.666666666666667,29.666666666666668,28.791044776119403,19
UTA,1,103,5.0,27.555555555555557,28.647058823529413,16
MIL,1,121,4.333333333333333,26.444444444444443,28.463768115942027,26
PHX,1,128,4.0,25.11111111111111,28.428571428571427,25
MIL,0,95,3.7777777777777777,24.444444444444443,28.380281690140844,28
BOS,1,124,3.111111111111111,23.333333333333332,28.375,38
IND,1,131,3.3333333333333335,24.666666666666668,28.506849315068493,29
BKN,1,114,3.2222222222222223,26.0,28.513513513513512,28
TOR,1,112,3.2222222222222223,25.77777777777778,28.506666666666668,44
CHA,1,116,3.5555555555555554,28.11111111111111,28.710526315789473,40
UTA,1,106,4.333333333333333,30.444444444444443,28.857142857142858,26
SAC,1,120,4.555555555555555,31.555555555555557,28.82051282051282,19
PHX,1,135,4.666666666666667,30.77777777777778,28.696202531645568,41
LAL,1,111,5.444444444444445,32.55555555555556,28.85,24
DEN,1,118,5.666666666666667,32.111111111111114,28.790123456790123,19
CHI,1,106,5.333333333333333,30.0,28.670731707317074,27
LAC,1,124,5.333333333333333,29.77777777777778,28.650602409638555,40
TOR,1,115,5.444444444444445,31.11111111111111,28.785714285714285,37
BKN,1,107,5.0,30.333333333333332,28.88235294117647,34
MIN,1,129,4.666666666666667,29.666666666666668,28.941860465116278,46
MEM,1,100,5.111111111111111,31.88888888888889,29.137931034482758,28
DET,1,109,5.111111111111111,32.888888888888886,29.125,22
SAC,1,103,4.444444444444445,30.77777777777778,29.04494382022472,24
DEN,1,119,4.222222222222222,30.77777777777778,28.988888888888887,34
LAC,1,112,4.777777777777778,32.44444444444444,29.043956043956044,31
MEM,1,119,5.222222222222222,32.888888888888886,29.065217391304348,30
NOP,1,134,5.0,31.77777777777778,29.0752688172043,53
HOU,1,112,5.333333333333333,33.55555555555556,29.329787234042552,25
NOP,1,111,5.222222222222222,32.55555555555556,29.28421052631579,40
CLE,0,116,2.0,34.0,34.0,14
CLE,1,118,2.0,24.0,24.0,26
CLE,1,132,3.0,24.666666666666668,24.666666666666668,32
CLE,1,113,3.25,26.5,26.5,28
SAS,1,129,3.8,26.8,26.8,36
SAS,1,120,4.0,28.333333333333332,28.333333333333332,21
SAS,1,136,3.857142857142857,27.285714285714285,27.285714285714285,29
SAS,1,113,4.125,27.5,27.5,40
UTA,1,121,4.444444444444445,28.88888888888889,28.88888888888889,30
UTA,1,102,4.666666666666667,28.444444444444443,29.0,23
UTA,1,115,4.777777777777778,29.444444444444443,28.454545454545453,23
UTA,1,106,4.777777777777778,29.11111111111111,28.0,22
POR,1,128,4.444444444444445,28.0,27.53846153846154,37
POR,1,119,4.555555555555555,29.0,28.214285714285715,34
POR,1,110,4.555555555555555,28.77777777777778,28.6,19
POR,1,121,4.666666666666667,28.555555555555557,28.0,29
LAL,1,109,4.333333333333333,28.555555555555557,28.058823529411764,20
UTA,0,99,4.111111111111111,26.333333333333332,27.61111111111111,28
PHX,1,120,4.333333333333333,26.11111111111111,27.63157894736842,42
MIN,1,121,4.888888888888889,28.22222222222222,28.35,19
WSH,1,139,4.666666666666667,27.77777777777778,27.904761904761905,42
HOU,1,107,5.555555555555555,30.0,28.545454545454547,24
SAS,1,110,5.222222222222222,28.555555555555557,28.347826086956523,29
HOU,1,113,5.111111111111111,28.0,28.375,32
MEM,1,106,5.0,29.444444444444443,28.52,21
SAC,1,114,5.222222222222222,28.555555555555557,28.23076923076923,27
DAL,1,112,5.222222222222222,29.333333333333332,28.185185185185187,17
OKC,1,111,4.888888888888889,28.11111111111111,27.785714285714285,23
MIL,1,117,4.777777777777778,26.0,27.620689655172413,28
ORL,1,122,5.111111111111111,27.0,27.633333333333333,25
PHI,1,106,4.333333333333333,25.11111111111111,27.548387096774192,29
MIN,0,102,4.444444444444445,25.666666666666668,27.59375,26
BOS,0,86,4.111111111111111,25.333333333333332,27.545454545454547,23
ATL,1,119,4.0,24.333333333333332,27.41176470588235,24
NYK,1,112,4.111111111111111,24.666666666666668,27.314285714285713,31
CHI,0,87,4.111111111111111,25.11111111111111,27.416666666666668,23
WSH,0,108,4.0,25.77777777777778,27.2972972972973,25
PHI,1,119,3.4444444444444446,26.0,27.236842105263158,19
BKN,1,112,2.7777777777777777,25.0,27.025641025641026,27
LAC,1,123,3.111111111111111,25.22222222222222,27.025,35
SAC,1,109,3.2222222222222223,25.88888888888889,27.21951219512195,13
DEN,0,110,3.3333333333333335,24.444444444444443,26.88095238095238,11
OKC,1,130,3.2222222222222223,23.11111111111111,26.511627906976745,26
MEM,1,122,3.0,23.333333333333332,26.5,18
CHI,1,123,2.6666666666666665,21.88888888888889,26.31111111111111,13
SAC,0,106,2.5555555555555554,20.77777777777778,26.02173913043478,35
LAC,1,133,3.2222222222222223,21.88888888888889,26.21276595744681,29
CHA,1,126,3.5555555555555554,23.0,26.270833333333332,39
LAC,1,144,4.222222222222222,24.333333333333332,26.53061224489796,43
CHA,1,113,4.555555555555555,25.22222222222222,26.86,28
MIA,0,102,5.0,26.88888888888889,26.88235294117647,21
ORL,1,118,5.222222222222222,28.0,26.76923076923077,27
HOU,1,125,5.555555555555555,28.11111111111111,26.77358490566038,24
OKC,1,121,5.888888888888889,28.77777777777778,26.72222222222222,24
CLE,1,126,6.0,30.0,26.672727272727272,20
DET,1,127,5.666666666666667,28.333333333333332,26.553571428571427,24
MIA,1,107,5.666666666666667,27.77777777777778,26.50877192982456,24
SAC,1,117,4.888888888888889,26.11111111111111,26.46551724137931,30
MEM,0,119,4.444444444444445,24.666666666666668,26.52542372881356,40
POR,1,125,4.333333333333333,26.0,26.75,35
DEN,1,127,4.555555555555555,27.555555555555557,26.885245901639344,22
DAL,1,108,4.111111111111111,27.0,26.806451612903224,14
TOR,1,121,3.888888888888889,25.88888888888889,26.603174603174605,28
CLE,0,108,4.0,26.333333333333332,26.625,15
DET,1,119,3.6666666666666665,25.77777777777778,26.446153846153845,25
BKN,1,117,3.888888888888889,25.88888888888889,26.424242424242426,15
UTA,1,104,3.7777777777777777,24.88888888888889,26.253731343283583,25
POR,1,135,3.6666666666666665,24.333333333333332,26.235294117647058,19
NYK,1,103,3.6666666666666665,22.0,26.130434782608695,8
NOP,1,113,3.3333333333333335,19.0,25.87142857142857,30
MIN,1,116,3.5555555555555554,19.88888888888889,25.929577464788732,22
MEM,0,89,3.4444444444444446,20.77777777777778,25.875,17
UTA,1,106,3.4444444444444446,19.555555555555557,25.753424657534246,26
LAC,1,115,3.5555555555555554,20.77777777777778,25.756756756756758,19
IND,1,142,3.0,20.11111111111111,25.666666666666668,13
PHX,1,138,2.888888888888889,19.88888888888889,25.5,31
HOU,0,127,3.0,20.555555555555557,25.571428571428573,28
ATL,1,105,2.888888888888889,21.555555555555557,25.602564102564102,25
MIN,1,115,3.111111111111111,23.444444444444443,25.59493670886076,34
LAL,1,109,3.0,23.88888888888889,25.7,24
LAL,1,149,3.2222222222222223,24.11111111111111,25.679012345679013,31
IND,1,120,3.6666666666666665,25.666666666666668,25.74390243902439,22
MIL,1,124,3.5555555555555554,25.22222222222222,25.698795180722893,20
BOS,1,104,3.6666666666666665,25.333333333333332,25.63095238095238,16
TOR,1,127,3.6666666666666665,25.666666666666668,25.51764705882353,35
PHX,1,133,3.4444444444444446,26.11111111111111,25.627906976744185,30
DEN,1,125,3.5555555555555554,26.333333333333332,25.67816091954023,33
DAL,1,116,3.888888888888889,27.22222222222222,25.761363636363637,24
NOP,1,116,3.888888888888889,26.11111111111111,25.741573033707866,46
LAL,0,97,4.888888888888889,28.555555555555557,25.966666666666665,13
OKC,1,122,4.111111111111111,26.555555555555557,25.824175824175825,21
POR,1,127,4.111111111111111,26.444444444444443,25.77173913043478,28
PHX,1,106,4.555555555555555,27.333333333333332,25.795698924731184,28
NOP,1,122,4.888888888888889,28.666666666666668,25.819148936170212,23
SAS,0,100,5.0,27.333333333333332,25.789473684210527,26
CLE,1,110,7.0,37.0,37.0,11
CLE,1,122,4.0,24.0,24.0,33
CLE,1,124,5.666666666666667,27.0,27.0,29
HOU,1,101,5.5,27.5,27.5,27
HOU,1,115,5.8,27.4,27.4,29
HOU,0,94,5.666666666666667,27.666666666666668,27.666666666666668,22
HOU,0,92,5.142857142857143,26.857142857142858,26.857142857142858,28
HOU,1,126,5.25,27.0,27.0,35
HOU,0,105,5.222222222222222,27.88888888888889,27.88888888888889,16
HOU,1,119,4.555555555555555,25.555555555555557,26.7,18
NOP,1,113,4.555555555555555,26.333333333333332,25.90909090909091,28
NOP,1,118,3.888888888888889,25.77777777777778,26.083333333333332,23
NOP,0,100,3.7777777777777777,25.11111111111111,25.846153846153847,19
NOP,1,121,3.3333333333333335,24.22222222222222,25.357142857142858,28
ATL,1,106,3.3333333333333335,24.11111111111111,25.533333333333335,29
BKN,1,114,3.4444444444444446,24.88888888888889,25.75,34
ATL,1,114,3.4444444444444446,25.555555555555557,26.235294117647058,28
WSH,1,109,3.3333333333333335,24.77777777777778,26.333333333333332,25
NYK,1,125,3.6666666666666665,25.77777777777778,26.263157894736842,21
OKC,1,112,4.0,26.11111111111111,26.0,21
LAC,1,134,4.222222222222222,25.333333333333332,25.761904761904763,44
POR,0,117,4.666666666666667,27.666666666666668,26.59090909090909,17
PHX,1,129,4.666666666666667,27.444444444444443,26.17391304347826,22
SAS,1,122,4.444444444444445,26.77777777777778,26.0,17
DAL,1,121,4.444444444444445,25.444444444444443,25.64,20
OKC,0,105,4.222222222222222,23.88888888888889,25.423076923076923,21
DEN,0,108,4.0,23.11111111111111,25.25925925925926,24
SAC,1,119,4.111111111111111,23.0,25.214285714285715,23
UTA,0,99,4.0,23.22222222222222,25.137931034482758,14
BOS,1,109,3.5555555555555554,22.444444444444443,24.766666666666666,49
MIN,1,126,3.5555555555555554,23.0,25.548387096774192,25
NYK,1,123,3.7777777777777777,23.88888888888889,25.53125,32
HOU,0,108,4.333333333333333,25.0,25.727272727272727,19
CHI,1,119,4.555555555555555,25.22222222222222,25.529411764705884,30
CLE,1,118,4.777777777777778,26.333333333333332,25.65714285714286,23
TOR,1,127,5.0,26.555555555555557,25.583333333333332,24
DEN,1,124,4.666666666666667,26.555555555555557,25.54054054054054,32
LAC,1,121,4.888888888888889,27.555555555555557,25.710526315789473,45
HOU,1,124,5.666666666666667,31.0,26.205128205128204,29
DAL,1,125,5.222222222222222,28.77777777777778,26.275,32
MEM,1,141,5.333333333333333,29.555555555555557,26.414634146341463,38
NOP,1,125,5.555555555555555,30.22222222222222,26.69047619047619,31
MIA,1,123,5.555555555555555,31.555555555555557,26.790697674418606,30
ORL,1,133,5.444444444444445,31.555555555555557,26.863636363636363,23
LAL,1,127,5.333333333333333,31.555555555555557,26.77777777777778,28
NOP,1,110,5.444444444444445,32.0,26.804347826086957,27
CHI,1,143,5.222222222222222,31.444444444444443,26.80851063829787,33
OKC,0,91,4.777777777777778,30.11111111111111,26.9375,24
BKN,1,118,4.666666666666667,29.555555555555557,26.877551020408163,39
PHI,1,124,4.444444444444445,30.333333333333332,27.12,35
BOS,0,88,3.7777777777777777,30.0,27.274509803921568,9
PHI,1,135,3.4444444444444446,27.555555555555557,26.923076923076923,22
MIN,1,125,3.2222222222222223,26.666666666666668,26.830188679245282,22
MIA,1,97,3.111111111111111,26.555555555555557,26.74074074074074,16
DEN,1,127,3.0,25.22222222222222,26.545454545454547,22
SAS,1,112,3.2222222222222223,24.666666666666668,26.464285714285715,21
LAC,1,141,3.111111111111111,23.333333333333332,26.36842105263158,31
DET,0,107,3.5555555555555554,24.11111111111111,26.448275862068964,27
WSH,1,120,3.4444444444444446,22.77777777777778,26.45762711864407,20
TOR,1,117,3.3333333333333335,21.11111111111111,26.35,30
DAL,1,133,3.5555555555555554,23.444444444444443,26.40983606557377,29
MEM,0,101,3.4444444444444446,24.22222222222222,26.451612903225808,37
NOP,1,128,3.888888888888889,25.88888888888889,26.61904761904762,28
HOU,0,121,4.111111111111111,27.22222222222222,26.640625,22
TOR,1,106,3.0,21.0,21.0,31
TOR,0,92,4.0,26.0,26.0,27
TOR,0,109,3.3333333333333335,26.333333333333332,26.333333333333332,47
TOR,1,109,4.0,31.5,31.5,23
TOR,0,109,3.8,29.8,29.8,34
POR,1,119,3.8333333333333335,30.5,30.5,37
POR,1,110,4.285714285714286,31.428571428571427,31.428571428571427,36
POR,1,114,4.5,32.0,32.0,37
POR,1,116,4.444444444444445,32.55555555555556,32.55555555555556,36
HOU,1,118,5.111111111111111,34.22222222222222,32.9,33
HOU,1,104,5.0,34.44444444444444,32.90909090909091,25
HOU,0,108,5.111111111111111,34.22222222222222,32.25,30
HOU,0,121,4.888888888888889,32.333333333333336,32.07692307692308,17
HOU,1,115,4.777777777777778,31.666666666666668,31.0,20
HOU,1,104,4.666666666666667,30.11111111111111,30.266666666666666,18
LAC,1,129,4.222222222222222,28.0,29.5,24
LAC,0,121,3.7777777777777777,26.666666666666668,29.176470588235293,24
LAC,1,113,3.7777777777777777,25.22222222222222,28.88888888888889,12
LAC,1,132,2.888888888888889,22.555555555555557,28.0,21
LAC,0,131,2.888888888888889,21.22222222222222,27.65,29
LAC,1,121,3.111111111111111,21.666666666666668,27.714285714285715,38
LAC,1,131,3.5555555555555554,22.555555555555557,28.181818181818183,27
CLE,1,120,3.6666666666666665,23.666666666666668,28.130434782608695,40
LAL,1,108,4.333333333333333,25.88888888888889,28.625,7
DEN,1,116,4.111111111111111,24.666666666666668,27.76,17
CHA,1,137,4.444444444444445,23.88888888888889,27.346153846153847,25
MIN,0,130,4.555555555555555,24.0,27.25925925925926,37
MEM,1,118,5.666666666666667,26.77777777777778,27.607142857142858,28
DET,1,121,5.888888888888889,27.555555555555557,27.620689655172413,26
IND,1,112,5.888888888888889,27.22222222222222,27.566666666666666,15
MIN,1,117,5.555555555555555,24.666666666666668,27.161290322580644,36
SAS,0,105,6.111111111111111,25.666666666666668,27.4375,25
OKC,1,110,5.777777777777778,24.0,27.363636363636363,33
HOU,1,106,6.222222222222222,26.88888888888889,27.529411764705884,24
PHX,0,111,6.0,27.666666666666668,27.428571428571427,18
DEN,1,122,5.888888888888889,26.88888888888889,27.166666666666668,17
BOS,0,95,5.111111111111111,24.666666666666668,26.89189189189189,23
PHI,1,120,4.888888888888889,24.11111111111111,26.789473684210527,28
ORL,0,96,4.888888888888889,24.333333333333332,26.82051282051282,33
MIA,0,125,4.888888888888889,26.333333333333332,26.975,24
CHA,1,121,4.444444444444445,25.0,26.902439024390244,16
HOU,0,112,4.222222222222222,24.0,26.642857142857142,25
SAC,1,125,4.222222222222222,23.11111111111111,26.6046511627907,36
POR,0,107,5.0,24.444444444444443,26.818181818181817,32
UTA,1,115,5.111111111111111,26.0,26.933333333333334,24
MIA,1,120,5.222222222222222,26.77777777777778,26.869565217391305,25
PHX,1,117,5.333333333333333,27.0,26.829787234042552,20
SAS,1,141,5.111111111111111,26.11111111111111,26.6875,19
LAL,1,115,4.888888888888889,24.555555555555557,26.53061224489796,14
PHI,0,104,4.666666666666667,23.444444444444443,26.28,41
IND,1,132,5.333333333333333,26.22222222222222,26.568627450980394,26
BOS,1,115,5.444444444444445,26.333333333333332,26.557692307692307,24
WSH,1,126,5.0,25.0,26.50943396226415,38
LAL,1,130,4.666666666666667,25.666666666666668,26.72222222222222,11
LAC,1,112,4.333333333333333,24.22222222222222,26.436363636363637,28
NOP,1,147,4.111111111111111,24.555555555555557,26.464285714285715,41
DEN,1,142,4.777777777777778,26.88888888888889,26.719298245614034,31
DAL,1,119,5.333333333333333,28.22222222222222,26.79310344827586,48
CHI,1,146,6.333333333333333,32.0,27.152542372881356,28
NYK,1,122,5.777777777777778,30.555555555555557,27.166666666666668,14
SAC,1,127,5.444444444444445,29.22222222222222,26.950819672131146,42
HOU,0,134,5.888888888888889,31.22222222222222,27.193548387096776,35
PHX,1,132,6.222222222222222,30.88888888888889,27.317460317460316,34
POR,1,115,6.555555555555555,33.44444444444444,27.421875,25
POR,0,109,6.444444444444445,33.111111111111114,27.384615384615383,29
LAL,0,101,6.111111111111111,31.77777777777778,27.40909090909091,15
LAC,1,129,5.444444444444445,30.0,27.223880597014926,42
DAL,1,120,4.888888888888889,29.333333333333332,27.441176470588236,22
UTA,0,103,5.0,28.666666666666668,27.36231884057971,32
MEM,1,110,5.222222222222222,30.666666666666668,27.428571428571427,20
SAC,1,130,4.444444444444445,28.22222222222222,27.323943661971832,35
TOR,0,93,4.444444444444445,28.22222222222222,27.430555555555557,10
MIN,1,116,4.111111111111111,25.555555555555557,27.19178082191781,38
MIL,1,105,4.666666666666667,27.0,27.33783783783784,20
CLE,1,129,4.444444444444445,26.0,27.24,42
ATL,1,128,5.222222222222222,29.0,27.43421052631579,30
DET,0,102,5.222222222222222,27.666666666666668,27.467532467532468,27
MIL,0,111,4.888888888888889,28.22222222222222,27.46153846153846,10
MEM,1,117,4.333333333333333,25.77777777777778,27.240506329113924,19
MIN,1,116,4.333333333333333,25.666666666666668,27.1375,28
NOP,1,131,4.222222222222222,24.88888888888889,27.14814814814815,37
CHI,1,149,4.777777777777778,27.88888888888889,27.26829268292683,23
BKN,1,120,4.222222222222222,26.22222222222222,27.216867469879517,35
NYK,1,128,4.555555555555555,27.88888888888889,27.30952380952381,29
WSH,1,144,4.222222222222222,26.444444444444443,27.32941176470588,51
PHX,1,123,4.777777777777778,28.77777777777778,27.6046511627907,29
DEN,0,98,5.111111111111111,29.0,27.620689655172413,30
UTA,1,124,5.777777777777778,31.22222222222222,27.647727272727273,31
OKC,1,108,6.0,32.55555555555556,27.685393258426966,32
PHX,0,110,3.0,23.0,23.0,9
NOP,1,134,2.0,16.0,16.0,26
OKC,0,92,2.6666666666666665,19.333333333333332,19.333333333333332,23
LAC,0,122,2.5,20.25,20.25,23
PHX,1,122,9.0,46.0,46.0,21
UTA,1,119,5.0,33.5,33.5,36
OKC,1,136,4.333333333333333,34.333333333333336,34.333333333333336,49
OKC,1,118,6.0,38.0,38.0,34
NOP,0,103,6.0,37.2,37.2,37
NOP,1,123,6.333333333333333,37.166666666666664,37.166666666666664,41
HOU,1,113,6.571428571428571,37.714285714285715,37.714285714285715,30
MIN,0,114,6.625,36.75,36.75,37
DAL,0,103,6.555555555555555,36.77777777777778,36.77777777777778,27
SAC,1,117,6.111111111111111,34.666666666666664,35.8,37
DEN,1,118,6.777777777777778,36.44444444444444,35.90909090909091,32
WSH,0,114,6.888888888888889,36.0,35.583333333333336,18
PHI,1,107,5.888888888888889,32.55555555555556,34.23076923076923,49
BOS,0,114,6.333333333333333,34.22222222222222,35.285714285714285,47
CLE,1,119,6.666666666666667,35.333333333333336,36.06666666666667,33
OKC,1,147,6.222222222222222,34.44444444444444,35.875,42
DEN,1,116,6.666666666666667,35.77777777777778,36.23529411764706,53
HOU,1,125,7.111111111111111,37.55555555555556,37.166666666666664,38
WSH,0,107,7.444444444444445,38.77777777777778,37.21052631578947,32
MIL,1,122,7.222222222222222,38.22222222222222,36.95,41
ATL,0,111,7.333333333333333,39.22222222222222,37.142857142857146,37
MIA,0,109,7.444444444444445,41.333333333333336,37.13636363636363,36
CHI,1,116,6.888888888888889,39.888888888888886,37.08695652173913,32
HOU,1,108,6.333333333333333,38.22222222222222,36.875,18
LAL,0,97,6.111111111111111,36.55555555555556,36.12,27
UTA,1,131,5.333333333333333,34.888888888888886,35.76923076923077,32
LAC,0,104,4.888888888888889,32.55555555555556,35.629629629629626,14
POR,0,106,4.111111111111111,29.88888888888889,34.857142857142854,35
LAL,0,91,4.111111111111111,30.22222222222222,34.86206896551724,16
CHA,1,130,3.7777777777777777,27.444444444444443,34.233333333333334,29
IND,1,111,3.7777777777777777,26.555555555555557,34.064516129032256,24
NYK,1,114,3.3333333333333335,25.22222222222222,33.75,37
ORL,0,120,3.4444444444444446,25.77777777777778,33.84848484848485,29
MIA,1,120,3.888888888888889,27.0,33.705882352941174,25
CLE,1,129,4.0,26.77777777777778,33.457142857142856,36
BKN,0,117,4.111111111111111,27.22222222222222,33.52777777777778,27
ORL,1,111,4.222222222222222,28.666666666666668,33.351351351351354,40
SAS,1,114,4.777777777777778,29.22222222222222,33.526315789473685,32
SAS,0,100,5.0,31.0,33.48717948717949,32
DAL,0,132,5.333333333333333,31.333333333333332,33.45,57
DAL,1,147,6.444444444444445,35.0,34.02439024390244,28
BOS,0,107,6.111111111111111,34.0,33.88095238095238,38
DET,1,118,6.222222222222222,35.0,33.97674418604651,28
PHX,0,93,6.333333333333333,35.333333333333336,33.84090909090909,27
MIN,1,123,6.111111111111111,34.333333333333336,33.68888888888889,16
MIN,1,130,6.333333333333333,33.111111111111114,33.30434782608695,36
UTA,0,108,6.0,32.666666666666664,33.361702127659576,24
NYK,0,104,6.111111111111111,31.77777777777778,33.166666666666664,30
SAS,1,121,6.0,31.555555555555557,33.10204081632653,26
LAL,1,115,5.222222222222222,28.11111111111111,32.96,26
DEN,0,104,5.111111111111111,27.88888888888889,32.8235294117647,35
IND,0,95,4.888888888888889,27.555555555555557,32.86538461538461,20
TOR,1,106,4.555555555555555,26.666666666666668,32.62264150943396,11
LAC,1,115,4.111111111111111,24.88888888888889,32.22222222222222,38
LAC,0,101,4.666666666666667,27.333333333333332,32.32727272727273,13
SAC,1,137,4.0,24.77777777777778,31.982142857142858,30
POR,1,137,4.0,25.444444444444443,31.94736842105263,62
POR,0,98,4.333333333333333,29.0,32.46551724137931,26
DET,1,116,4.333333333333333,29.0,32.355932203389834,31
CHI,1,129,4.555555555555555,29.555555555555557,32.333333333333336,36
MIL,0,99,4.555555555555555,29.666666666666668,32.39344262295082,19
BKN,0,99,4.444444444444445,29.555555555555557,32.17741935483871,20
MEM,0,112,4.555555555555555,30.555555555555557,31.984126984126984,39
LAL,0,100,4.222222222222222,30.666666666666668,32.09375,37
SAC,1,113,4.777777777777778,33.333333333333336,32.16923076923077,29
SAC,0,113,4.888888888888889,33.22222222222222,32.121212121212125,29
DEN,1,107,4.555555555555555,29.555555555555557,32.07462686567164,10
